Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Number_of_Customers,Engagement_Score2,Engagement_Score3
CID1162,Alpha Innovations,Email,All Ages,31,Facebook,3.14,783.87,11.65,Los Angeles,German,1197,29295,76.16,Fashionistas,7/23/2024,246,73.16,76.16
CID1163,Innovate Industries,Email,Men 18-24,32,Facebook,1.54,931.91,21.21,New York,Spanish,3997,30819,74.14,Health & Wellness,12/12/2023,242,71.14,74.14
CID1164,Alpha Innovations,Display,Women 25-34,84,Instagram,3.14,850.48,14.42,Miami,Spanish,7906,49590,93.69,Outdoor Adventurers,8/6/2024,564,97.69,93.69
CID1165,DataTech Solutions,Influencer,Women 35-44,49,YouTube,11.02,191.82,25.13,Houston,German,8443,24428,81.6,Outdoor Adventurers,12/4/2023,295,78.6,81.6
CID1166,Alpha Innovations,Email,Women 35-44,12,Email,7.33,371.52,27.97,Miami,Spanish,3971,30762,53.17,Fashionistas,8/24/2024,410,50.17,47.17
CID1167,Innovate Industries,Email,Men 18-24,19,Instagram,7.38,951.7,16.56,Los Angeles,French,3427,26545,88.81,Tech Enthusiasts,6/1/2024,790,85.81,88.81
CID1168,Alpha Innovations,Search,Men 25-34,79,Instagram,19.07,607.38,50.72,Miami,English,8855,39170,95.4,Outdoor Adventurers,4/28/2024,411,99.4,95.4
CID1169,Innovate Industries,Email,Men 25-34,27,Website,2.6,151.43,11.69,Chicago,German,4410,37035,60.32,Outdoor Adventurers,7/28/2024,131,57.32,60.32
CID1170,TechCorp,Social Media,Women 35-44,25,Facebook,17.24,825.28,23.01,Houston,German,9312,29065,76.53,Foodies,2/21/2024,791,73.53,76.53
CID1171,Alpha Innovations,Email,Men 25-34,74,Google Ads,9.94,726.44,26.52,Houston,Spanish,3447,35138,69.63,Tech Enthusiasts,4/24/2024,339,66.63,69.63
CID1172,Innovate Industries,Display,All Ages,26,Website,2.05,904.88,16.45,Houston,English,6938,38304,58.36,Fashionistas,12/27/2023,941,55.36,58.36
CID1173,Innovate Industries,Search,Women 25-34,38,Instagram,10.67,930.32,42.34,Los Angeles,French,11906,31180,93.87,Fashionistas,3/4/2024,363,97.87,93.87
CID1174,TechCorp,Social Media,Men 18-24,92,Instagram,13.58,956.32,29.81,Los Angeles,Spanish,5918,43386,88.85,Health & Wellness,3/21/2024,569,85.85,88.85
CID1175,TechCorp,Social Media,All Ages,55,Facebook,10.29,621.27,15.52,Chicago,English,13854,21048,74.08,Health & Wellness,5/25/2024,265,71.08,74.08
CID1176,DataTech Solutions,Email,Men 25-34,64,Instagram,5.89,918.06,12.5,Miami,Spanish,1032,33408,89.95,Foodies,5/18/2024,544,93.95,89.95
CID1177,Innovate Industries,Social Media,Men 25-34,80,Instagram,14.79,429.23,19.52,Chicago,German,6764,29479,85.25,Foodies,6/9/2024,158,89.25,85.25
CID1178,DataTech Solutions,Influencer,Men 18-24,86,Email,9.9,131.14,23.01,Miami,German,3901,29643,53.4,Foodies,9/2/2024,626,50.4,47.4
CID1179,NexGen Systems,Influencer,Women 35-44,65,Email,6.88,299.77,26.8,Los Angeles,French,6647,20644,57.57,Fashionistas,7/16/2024,480,54.57,51.57
CID1180,DataTech Solutions,Search,All Ages,60,YouTube,14.71,476.78,54.53,Houston,French,8767,27391,75.18,Tech Enthusiasts,1/28/2024,284,72.18,75.18
CID1181,DataTech Solutions,Influencer,All Ages,61,Email,7.72,749.02,27.78,New York,German,8062,20120,50.05,Outdoor Adventurers,10/13/2023,205,47.05,44.05
CID1182,TechCorp,Influencer,Women 35-44,20,Email,13.11,904.88,20.21,Los Angeles,German,7253,27751,55.19,Foodies,1/15/2024,160,52.19,49.19
CID1183,DataTech Solutions,Social Media,Men 25-34,32,Instagram,12.6,777.64,27.11,Chicago,Spanish,13299,33252,99.21,Tech Enthusiasts,5/6/2024,375,103.21,104.21
CID1184,NexGen Systems,Social Media,Men 25-34,69,Facebook,14.77,270.32,15.64,Chicago,French,7900,12307,73.21,Health & Wellness,10/26/2023,144,77.21,73.21
CID1185,NexGen Systems,Display,Men 18-24,100,Instagram,5.96,149.36,18.07,Houston,German,6088,49512,87.33,Outdoor Adventurers,3/18/2024,465,84.33,87.33
CID1186,Innovate Industries,Display,All Ages,83,YouTube,2.86,227.64,7.35,Los Angeles,German,5179,49826,80.64,Outdoor Adventurers,4/26/2024,958,77.64,80.64
CID1187,NexGen Systems,Influencer,Women 25-34,88,Facebook,12.29,890.42,30.56,New York,German,5240,28131,77.71,Tech Enthusiasts,5/13/2024,399,81.71,77.71
CID1188,Alpha Innovations,Social Media,Women 25-34,59,Email,16.28,249.27,23.71,Chicago,Spanish,8802,11426,60,Foodies,1/20/2024,909,57,54
CID1189,TechCorp,Search,Women 35-44,65,Email,13.8,977.96,47.31,Los Angeles,French,4440,31750,59.3,Foodies,8/5/2024,217,56.3,53.3
CID1190,DataTech Solutions,Email,Men 18-24,11,Website,8.76,116.65,12.45,Los Angeles,Spanish,1016,25893,60.8,Foodies,11/24/2023,313,57.8,60.8
CID1191,DataTech Solutions,Search,Men 18-24,40,Instagram,18.18,425.52,51.54,Chicago,English,10667,24993,91.22,Outdoor Adventurers,12/15/2023,946,88.22,91.22
CID1192,DataTech Solutions,Display,All Ages,75,YouTube,3.51,351.43,18.51,New York,German,5548,48833,81.66,Health & Wellness,9/18/2023,186,78.66,81.66
CID1193,Alpha Innovations,Display,Men 25-34,19,YouTube,3.85,973.47,18.07,Chicago,English,2927,36390,84.38,Foodies,6/22/2024,188,88.38,84.38
CID1194,NexGen Systems,Display,All Ages,68,Google Ads,2.75,260.78,8.01,Chicago,English,6248,32793,66.44,Tech Enthusiasts,12/26/2023,822,63.44,66.44
CID1195,NexGen Systems,Email,Men 18-24,94,Instagram,5.31,207.35,14.35,New York,German,1965,37206,91.96,Tech Enthusiasts,10/27/2023,396,88.96,91.96
CID1196,TechCorp,Social Media,Men 25-34,25,Google Ads,8.59,855.4,15.84,Los Angeles,Spanish,7377,15337,74.63,Outdoor Adventurers,6/11/2024,691,78.63,74.63
CID1197,NexGen Systems,Influencer,Men 25-34,90,Facebook,7.15,910.35,37.44,Chicago,Spanish,8534,22436,72.47,Tech Enthusiasts,12/6/2023,758,76.47,72.47
CID1198,NexGen Systems,Email,Women 25-34,40,YouTube,6.39,748.49,23.78,Miami,Spanish,4838,33984,76.56,Tech Enthusiasts,2/3/2024,336,80.56,76.56
CID1199,Innovate Industries,Email,All Ages,11,YouTube,7.16,937.34,21.22,Houston,French,4615,25554,75.03,Outdoor Adventurers,7/16/2024,592,72.03,75.03
CID1200,NexGen Systems,Display,Men 18-24,34,Email,2.92,110.89,18.36,New York,French,6855,31064,59.53,Fashionistas,11/17/2023,221,56.53,53.53
CID1201,Innovate Industries,Search,Men 18-24,94,Instagram,15.76,255.66,54.27,New York,French,5242,22807,98.5,Foodies,1/19/2024,731,95.5,98.5
CID1202,NexGen Systems,Email,Women 35-44,44,Instagram,2.45,627.14,17.3,Los Angeles,Spanish,1265,23127,88.5,Outdoor Adventurers,2/24/2024,302,85.5,88.5
CID1203,Innovate Industries,Search,All Ages,21,Website,12.87,450.64,55.82,Chicago,English,7752,36126,59.33,Tech Enthusiasts,7/24/2024,115,56.33,59.33
CID1204,TechCorp,Influencer,Women 25-34,56,Email,14.76,799.91,31.72,Miami,English,5928,27377,56.47,Tech Enthusiasts,10/6/2023,237,53.47,50.47
CID1205,Alpha Innovations,Influencer,Women 25-34,100,Website,7.77,863.89,26.08,Los Angeles,German,9415,23596,57.61,Health & Wellness,10/21/2023,914,54.61,57.61
CID1206,Innovate Industries,Influencer,Men 25-34,39,Facebook,6.38,230.78,34.85,Miami,German,8635,27073,76.71,Fashionistas,7/12/2024,524,80.71,76.71
CID1207,DataTech Solutions,Search,Women 25-34,39,Email,18.74,822.08,46.84,Houston,English,8070,38699,56.89,Fashionistas,11/7/2023,906,53.89,50.89
CID1208,TechCorp,Social Media,Men 25-34,50,YouTube,12.77,126.98,18.4,Los Angeles,German,9944,27833,78.38,Foodies,8/9/2024,522,82.38,78.38
CID1209,Alpha Innovations,Search,Women 25-34,76,Email,14.71,861.2,58.82,Miami,French,5184,36497,53.93,Health & Wellness,6/8/2024,936,50.93,47.93
CID1210,TechCorp,Search,Women 35-44,27,Email,17.55,155,47.91,Chicago,German,7224,39361,59.78,Tech Enthusiasts,12/5/2023,155,56.78,53.78
CID1211,Alpha Innovations,Email,Women 35-44,74,Facebook,9.45,129.19,27.77,Houston,German,3860,33061,77.57,Health & Wellness,9/29/2023,296,74.57,77.57
CID1212,DataTech Solutions,Display,Men 25-34,50,Instagram,6.64,964.9,9.02,Los Angeles,English,7600,43939,89.41,Foodies,7/25/2024,839,93.41,89.41
CID1213,Alpha Innovations,Display,Women 25-34,81,Instagram,7.99,132.81,9.21,Miami,German,7477,49429,92.71,Foodies,4/21/2024,478,96.71,92.71
CID1214,NexGen Systems,Email,Women 35-44,22,Email,4.74,675.8,15.23,Chicago,German,3724,32478,55.16,Foodies,5/15/2024,657,52.16,49.16
CID1215,TechCorp,Influencer,Men 18-24,65,Google Ads,5.41,204,34.75,New York,Spanish,3147,23260,73.52,Tech Enthusiasts,8/30/2024,501,70.52,73.52
CID1216,DataTech Solutions,Search,Men 25-34,18,Email,17.03,636.86,48.01,New York,French,5121,26150,56.49,Fashionistas,9/9/2024,585,53.49,50.49
CID1217,Alpha Innovations,Social Media,Men 25-34,76,Website,15.48,118.68,25.78,New York,French,10628,49980,65,Foodies,4/6/2024,303,62,65
CID1218,TechCorp,Search,Women 25-34,40,Facebook,16.88,678.86,41.24,Chicago,Spanish,8588,21072,73.37,Outdoor Adventurers,5/2/2024,701,77.37,75.37
CID1219,TechCorp,Social Media,Men 25-34,61,Email,14.44,599.21,20.88,Miami,Spanish,8170,20566,56.37,Health & Wellness,6/2/2024,434,53.37,50.37
CID1220,NexGen Systems,Email,Women 35-44,35,Website,1.4,764.54,14.94,Houston,French,2174,31879,60.32,Fashionistas,10/10/2023,128,57.32,60.32
CID1221,NexGen Systems,Social Media,Women 35-44,47,YouTube,8.47,154.25,14.79,Los Angeles,English,6186,47335,83.17,Tech Enthusiasts,9/22/2023,669,80.17,83.17
CID1222,Alpha Innovations,Display,Men 18-24,71,YouTube,6.13,963.68,13.61,Los Angeles,English,4326,46805,81.23,Fashionistas,10/30/2023,861,78.23,81.23
CID1223,TechCorp,Search,All Ages,96,Google Ads,18.52,738.79,54.34,New York,English,6348,26424,74.18,Fashionistas,5/15/2024,863,71.18,74.18
CID1224,TechCorp,Influencer,All Ages,54,Email,9.79,169.49,29.69,Los Angeles,French,7596,17231,57.9,Tech Enthusiasts,11/24/2023,671,54.9,51.9
CID1225,Innovate Industries,Email,Men 25-34,78,YouTube,2.45,851.83,17.02,Chicago,German,2811,21645,84.24,Foodies,5/4/2024,429,88.24,84.24
CID1226,Alpha Innovations,Display,Women 35-44,97,Facebook,5.94,507.58,12.29,Los Angeles,Spanish,4975,44496,72.25,Outdoor Adventurers,7/30/2024,676,69.25,72.25
CID1227,Innovate Industries,Social Media,Men 18-24,23,Google Ads,14.17,400.04,28.75,Miami,English,12107,43668,70.46,Fashionistas,4/22/2024,737,67.46,70.46
CID1228,Alpha Innovations,Email,Women 35-44,78,Facebook,1.64,569.62,27.14,Chicago,French,4286,37153,75.72,Fashionistas,10/28/2023,765,72.72,75.72
CID1229,DataTech Solutions,Influencer,Women 35-44,100,Facebook,12.67,723.55,37.1,Houston,German,9575,21284,79.83,Foodies,2/10/2024,538,76.83,79.83
CID1230,DataTech Solutions,Display,All Ages,62,YouTube,3.31,263.46,17.45,New York,Spanish,7763,36320,80.21,Foodies,10/17/2023,678,77.21,80.21
CID1231,DataTech Solutions,Social Media,Women 25-34,45,Website,16.97,722.84,14.89,Houston,French,11630,26074,61.1,Health & Wellness,2/2/2024,874,58.1,61.1
CID1232,Innovate Industries,Influencer,Men 25-34,98,Email,6.29,236.57,25.08,New York,German,3604,29742,52.32,Outdoor Adventurers,7/31/2024,699,49.32,46.32
CID1233,TechCorp,Social Media,Women 35-44,36,Email,9.33,268.86,10.56,Houston,Spanish,6751,43748,52.15,Tech Enthusiasts,10/27/2023,653,49.15,46.15
CID1234,DataTech Solutions,Email,Men 18-24,41,YouTube,2.45,329.22,22.84,Chicago,Spanish,3372,26104,84.28,Fashionistas,9/26/2023,589,81.28,84.28
CID1235,DataTech Solutions,Influencer,Women 25-34,60,Instagram,5.87,748.32,34.54,Los Angeles,German,4094,15511,90.54,Foodies,5/4/2024,862,94.54,90.54
CID1236,DataTech Solutions,Social Media,Women 35-44,88,Google Ads,10.11,637.73,20.11,Miami,German,11263,46422,71.52,Tech Enthusiasts,9/20/2023,172,68.52,71.52
CID1237,Alpha Innovations,Display,All Ages,36,Instagram,6.89,468.27,11.19,Chicago,German,3805,37307,86.67,Outdoor Adventurers,11/26/2023,143,83.67,86.67
CID1238,Innovate Industries,Display,Women 25-34,55,YouTube,2.33,827,8.95,Houston,French,2644,36186,83.19,Tech Enthusiasts,11/22/2023,385,87.19,83.19
CID1239,TechCorp,Display,Women 25-34,22,Google Ads,4.02,904.74,8.73,Houston,Spanish,7197,40177,72.85,Fashionistas,6/16/2024,350,76.85,72.85
CID1240,Innovate Industries,Influencer,Women 25-34,72,Website,12.89,456.91,25.24,Houston,French,5403,28126,62.72,Outdoor Adventurers,10/30/2023,946,59.72,62.72
CID1241,DataTech Solutions,Email,Women 35-44,55,Email,5.37,256.06,13,Miami,English,2409,20110,52.29,Foodies,3/16/2024,422,49.29,46.29
CID1242,DataTech Solutions,Social Media,Women 35-44,13,Instagram,10.13,474.52,18,Los Angeles,German,5473,38912,98.33,Outdoor Adventurers,12/2/2023,452,95.33,98.33
CID1243,Innovate Industries,Email,Women 25-34,26,Google Ads,5,731.98,23.98,Miami,German,2937,33155,71.28,Health & Wellness,6/20/2024,630,75.28,71.28
CID1244,NexGen Systems,Search,Men 25-34,40,Instagram,16.08,189.64,54.68,Los Angeles,Spanish,7805,21972,86.74,Fashionistas,7/18/2024,617,90.74,86.74
CID1245,Alpha Innovations,Social Media,Women 35-44,61,Facebook,9.21,584.35,26.29,Miami,French,5509,26933,72.38,Fashionistas,10/5/2023,924,69.38,72.38
CID1246,DataTech Solutions,Search,Women 25-34,64,Email,18.65,356.9,40.41,Chicago,English,10312,25709,57.88,Health & Wellness,9/9/2024,406,54.88,51.88
CID1247,Innovate Industries,Influencer,All Ages,46,Facebook,5.97,166.92,24.57,Miami,German,5851,20433,71.23,Foodies,6/1/2024,729,68.23,71.23
CID1248,Innovate Industries,Email,All Ages,96,YouTube,2,777.9,13.16,Houston,German,4242,27418,75.43,Fashionistas,9/20/2023,668,72.43,75.43
CID1249,Innovate Industries,Email,Men 25-34,21,Instagram,7.02,676.48,27.79,Houston,French,3780,21400,99.27,Tech Enthusiasts,4/10/2024,276,103.27,99.27
CID1250,NexGen Systems,Search,Men 25-34,44,Website,12.73,528.34,54.42,Houston,French,4895,30379,57.2,Fashionistas,2/24/2024,437,54.2,57.2
CID1251,Alpha Innovations,Email,Men 25-34,51,Facebook,9.94,539.13,24.23,Chicago,English,3245,20366,78.01,Fashionistas,5/10/2024,662,82.01,78.01
CID1252,NexGen Systems,Email,All Ages,84,Email,4.45,152.52,25.72,New York,French,1377,23263,51.83,Fashionistas,10/21/2023,154,48.83,45.83
CID1253,NexGen Systems,Social Media,Women 35-44,31,Facebook,17.82,457.69,23.86,Los Angeles,Spanish,11876,30133,70.53,Foodies,8/1/2024,639,67.53,70.53
CID1254,NexGen Systems,Social Media,All Ages,50,Facebook,8.57,427.76,18.09,New York,English,12614,17564,77.2,Health & Wellness,12/21/2023,318,74.2,77.2
CID1255,Innovate Industries,Email,Women 25-34,36,Email,2.46,401.37,13.48,New York,French,4590,29816,57.95,Health & Wellness,10/9/2023,973,54.95,51.95
CID1256,TechCorp,Search,All Ages,30,Website,11,156.22,51.51,Chicago,German,4887,30275,56.07,Outdoor Adventurers,12/6/2023,177,53.07,56.07
CID1257,TechCorp,Social Media,Men 25-34,84,Google Ads,14.5,126.59,23.76,New York,Spanish,11739,12804,65.8,Tech Enthusiasts,10/9/2023,478,62.8,65.8
CID1258,NexGen Systems,Search,Women 35-44,88,Website,18.04,595.16,48.01,Los Angeles,English,10286,39770,56.29,Outdoor Adventurers,5/20/2024,953,53.29,56.29
CID1259,TechCorp,Display,All Ages,31,Google Ads,4.83,314.75,11.63,Houston,German,5425,42673,74.06,Fashionistas,1/6/2024,362,71.06,74.06
CID1260,NexGen Systems,Influencer,Women 35-44,46,Facebook,12.77,887.65,26.38,Houston,French,6737,28240,77.11,Outdoor Adventurers,1/26/2024,630,74.11,77.11
CID1261,DataTech Solutions,Social Media,Women 35-44,82,Google Ads,12.55,621.77,25.84,Miami,Spanish,9383,16793,74.82,Health & Wellness,2/28/2024,534,71.82,74.82
CID1262,DataTech Solutions,Display,Men 18-24,26,Email,6.37,866.17,19.17,Houston,English,6892,47420,53.76,Foodies,11/21/2023,477,50.76,47.76
CID1263,Innovate Industries,Display,Women 35-44,61,YouTube,7.82,556.64,13.62,Houston,Spanish,2733,48551,81,Fashionistas,10/5/2023,512,78,81
CID1264,TechCorp,Social Media,Men 18-24,90,Google Ads,12.56,406.75,12.11,Chicago,French,8090,37292,70.69,Tech Enthusiasts,3/25/2024,645,67.69,70.69
CID1265,Alpha Innovations,Influencer,Men 25-34,58,Email,14.04,565.12,30.58,Miami,German,8162,19505,53.93,Foodies,3/11/2024,207,50.93,47.93
CID1266,Innovate Industries,Email,Women 25-34,38,YouTube,7.82,839.82,13.58,Miami,German,1004,29417,84.77,Outdoor Adventurers,9/27/2023,698,88.77,84.77
CID1267,NexGen Systems,Influencer,Men 25-34,63,Email,5.48,940.79,35.52,New York,French,8965,23871,59.08,Foodies,4/30/2024,101,56.08,53.08
CID1268,Alpha Innovations,Influencer,Men 25-34,33,Google Ads,13.71,569.19,25.06,Houston,German,6516,27516,73.8,Fashionistas,10/21/2023,750,77.8,73.8
CID1269,Innovate Industries,Social Media,All Ages,16,YouTube,11.18,627.49,11.55,Miami,German,14002,42871,82.43,Outdoor Adventurers,6/9/2024,896,79.43,82.43
CID1270,TechCorp,Display,All Ages,86,Email,5.6,141.93,13.71,Los Angeles,English,7432,34537,52.81,Health & Wellness,2/10/2024,760,49.81,46.81
CID1271,Alpha Innovations,Search,All Ages,67,Instagram,18.29,487.39,43.04,Miami,French,7183,21931,86.71,Fashionistas,11/28/2023,981,83.71,86.71
CID1272,DataTech Solutions,Influencer,Women 25-34,13,Email,14.24,197,36.51,Chicago,German,8994,24680,58.06,Tech Enthusiasts,12/22/2023,938,55.06,52.06
CID1273,Innovate Industries,Influencer,All Ages,44,YouTube,7.79,515.05,34.6,Houston,German,9121,21567,83.44,Fashionistas,1/29/2024,517,80.44,83.44
CID1274,NexGen Systems,Display,Men 25-34,89,Email,7.82,645.51,15.28,Miami,Spanish,4722,48989,58.11,Health & Wellness,8/28/2024,712,55.11,52.11
CID1275,TechCorp,Display,Men 25-34,43,Website,7.4,669.76,7.07,Miami,French,5597,31315,56.51,Tech Enthusiasts,6/22/2024,101,53.51,56.51
CID1276,Innovate Industries,Influencer,Men 25-34,97,Email,12.13,768.21,37.83,Miami,French,9110,21461,55.62,Tech Enthusiasts,3/12/2024,899,52.62,49.62
CID1277,DataTech Solutions,Search,Men 18-24,30,Email,15.53,276.01,54.48,Chicago,English,9290,26417,53.58,Health & Wellness,8/2/2024,269,50.58,47.58
CID1278,Innovate Industries,Search,All Ages,73,YouTube,16.9,446.26,57.55,Los Angeles,French,10934,22148,79.54,Fashionistas,8/27/2024,562,76.54,79.54
CID1279,Innovate Industries,Influencer,Men 25-34,60,Facebook,14.89,218.64,32.18,New York,Spanish,9404,29396,78.62,Foodies,9/2/2024,457,82.62,78.62
CID1280,TechCorp,Social Media,Women 35-44,86,Instagram,11.51,803.89,14.51,Los Angeles,English,13847,44919,85.76,Fashionistas,4/20/2024,353,82.76,85.76
CID1281,TechCorp,Email,All Ages,36,Facebook,6.88,371.09,18.17,Chicago,French,2263,37212,74.09,Outdoor Adventurers,11/16/2023,695,71.09,74.09
CID1282,Innovate Industries,Search,All Ages,40,Email,16.38,914.31,52.75,Houston,Spanish,5028,22936,53.83,Outdoor Adventurers,6/8/2024,834,50.83,47.83
CID1283,NexGen Systems,Display,Men 25-34,59,Email,3.71,527.94,12.24,Chicago,English,5375,30245,51.86,Fashionistas,5/30/2024,574,48.86,45.86
CID1284,Innovate Industries,Email,Women 35-44,31,Google Ads,4.02,832.65,18.89,Houston,Spanish,1705,37809,69.51,Fashionistas,11/29/2023,507,66.51,69.51
CID1285,Alpha Innovations,Search,Women 25-34,52,Google Ads,16.49,259.64,58.45,Miami,French,9868,26206,74.24,Tech Enthusiasts,7/6/2024,205,78.24,74.24
CID1286,NexGen Systems,Display,All Ages,23,Website,5.25,682.93,13.12,Houston,French,4180,47843,57.05,Tech Enthusiasts,10/4/2023,279,54.05,57.05
CID1287,Alpha Innovations,Search,Women 25-34,53,YouTube,19.01,926.89,59.73,Houston,German,5413,37411,82.79,Outdoor Adventurers,7/14/2024,938,86.79,82.79
CID1288,NexGen Systems,Display,Men 25-34,98,Instagram,3.33,121.76,16.72,Los Angeles,French,3616,41591,87.22,Foodies,5/31/2024,813,91.22,87.22
CID1289,Alpha Innovations,Email,All Ages,56,Facebook,9.13,667.23,25.07,Los Angeles,English,3157,28875,78.57,Tech Enthusiasts,11/12/2023,230,75.57,78.57
CID1290,NexGen Systems,Influencer,All Ages,36,YouTube,5.98,990.46,35.24,Chicago,English,8830,27689,83.19,Fashionistas,8/5/2024,587,80.19,83.19
CID1291,TechCorp,Display,Women 35-44,60,YouTube,6.17,259.69,10.76,Chicago,English,6929,44543,83.95,Tech Enthusiasts,11/13/2023,171,80.95,83.95
CID1292,Alpha Innovations,Display,Women 35-44,80,Facebook,4.37,869.89,8.87,Houston,French,6601,49616,79.79,Fashionistas,1/22/2024,390,76.79,79.79
CID1293,TechCorp,Influencer,Men 25-34,92,Email,8.91,221.56,24.8,Los Angeles,Spanish,5096,17389,51.03,Tech Enthusiasts,4/4/2024,391,48.03,45.03
CID1294,Alpha Innovations,Search,Men 18-24,15,Website,19.15,638.49,47.93,New York,German,4571,32894,60.45,Outdoor Adventurers,12/18/2023,731,57.45,60.45
CID1295,TechCorp,Social Media,All Ages,69,Website,9.97,183.02,20.76,Chicago,French,12462,13572,57.27,Fashionistas,10/27/2023,260,54.27,57.27
CID1296,NexGen Systems,Email,Men 18-24,60,Instagram,9.55,422.21,23.97,Miami,Spanish,1538,25324,91.64,Tech Enthusiasts,4/30/2024,787,88.64,91.64
CID1297,NexGen Systems,Email,All Ages,75,Instagram,3.01,926.23,12.44,Miami,French,4948,23751,86.53,Outdoor Adventurers,9/3/2024,707,83.53,86.53
CID1298,Alpha Innovations,Social Media,Men 25-34,36,Google Ads,9.35,453.63,28.55,Chicago,German,11631,28102,68,Outdoor Adventurers,3/1/2024,112,65,68
CID1299,TechCorp,Search,Men 18-24,64,Google Ads,17.68,659.04,42.31,Houston,French,9379,37984,66.04,Health & Wellness,5/27/2024,429,63.04,66.04
CID1300,DataTech Solutions,Search,All Ages,97,Website,13.15,582.54,59.15,Miami,Spanish,9664,23609,64,Fashionistas,11/18/2023,695,61,64
CID1301,NexGen Systems,Email,All Ages,19,YouTube,4.59,718.95,28.97,Los Angeles,Spanish,2372,38625,84.31,Tech Enthusiasts,9/17/2023,394,81.31,84.31
CID1302,DataTech Solutions,Display,All Ages,63,Google Ads,2.92,710.76,9.8,Los Angeles,French,3127,46358,71.64,Tech Enthusiasts,3/13/2024,797,68.64,71.64
